"여행일정ID","언어코드","제목","조회수","공유수","여행시작일","여행종료일","인원","여행기간","태그","등록일시","수정일시","추천일정등록여부","공개여부","댓글수","댓글수_1","북마크수","사용여부","SNS공유수","인기점수"
"7079","kr","18년 12월",1,0,18/12/21,18/12/24,2,4,"커플,휴식과 치유 여행,제주도",18/12/19,18/12/19,"n","n",0,0,0,"y",0,2
"7223","en","2d1n",0,0,21/12/04,21/12/05,1,2,"Children,Activity/Leisure,Muslim",18/12/28,18/12/28,"n","n",0,0,0,"y",0,
"7244","en","Trendy spots on social media",1,0,19/03/16,19/03/21,2,6,"Friends,Rest/Healing,Vacation,Culinary Tour,Landscapes",18/12/30,18/12/30,"n","y",0,0,0,"y",0,2
"7251","en","On the bus thru the northeast",0,0,19/02/16,19/02/20,2,5,"Couples,Vacation,Rest/Healing,Public Transportation,Islet",18/12/30,18/12/30,"n","y",0,0,0,"y",0,
"7252","kr","2018 CNU 공정여행 - 제주, 리틀 포레스트",1,0,19/01/08,19/01/12,4,5,"친구,활동/레저,공정여행",18/12/30,18/12/30,"n","n",0,0,0,"n",0,2
"7267","en","Jeju 2018",1,0,19/02/21,19/02/28,2,8,"Couples,Vacation,lammie",19/01/01,19/01/01,"n","n",0,0,0,"y",0,2
"7268","kr","제주 부부 여행",1,0,19/01/18,19/01/20,2,3,"휴식과 치유 여행,커플,부부,휴식,바다",19/01/01,19/01/01,"n","n",0,0,0,"y",0,2
"7269","kr","근정이와 홍택이의 사랑넘치는 알콩달콩 제주여행",1,0,19/01/21,19/01/25,2,5,"휴식과 치유 여행,커플,제주도,맛집,먹방",19/01/01,19/01/01,"n","n",0,0,0,"y",0,2
"7324","kr","떤름 가출하다",0,0,19/01/21,19/01/23,3,3,"친구,활동/레저,인생샷",19/01/05,19/01/05,"n","n",0,0,0,"y",0,
"7325","kr","부모님과 함께 걷는 제주",0,0,19/01/11,19/01/14,2,4,"천천히 걷기,부모,올레,문화유적지,경관/포토스팟",19/01/06,19/01/06,"n","n",0,0,0,"y",0,
"7331","kr","지민 2019 제주",1,0,19/01/14,19/01/17,2,4,"아이,휴식과 치유 여행,사랑",19/01/06,19/01/06,"n","n",0,0,0,"n",0,2
"7346","kr","태교여행",1,0,19/01/17,19/01/19,2,3,"커플,천천히 걷기,태교여행",19/01/07,19/01/07,"n","n",0,0,0,"n",0,2
"7347","kr","태교여행/1",0,0,19/01/17,19/01/19,2,3,"커플,휴식과 치유 여행,태교",19/01/07,19/01/07,"n","n",0,0,0,"n",0,
"7350","kr","2박3일 여행",0,0,19/02/11,19/02/13,1,3,"휴식과 치유 여행,친구,힐링",19/01/07,19/01/07,"n","n",0,0,0,"y",0,
"7351","kr","우리들의3박4일",3,0,19/01/13,19/01/16,4,4,"부모,활동/레저,/연인",19/01/07,21/11/10,"n","n",0,0,0,"n",0,6
"7364","kr","A",2,0,19/01/13,19/01/17,2,5,"휴식과 치유 여행,커플,Ddgg",19/01/07,19/01/07,"n","n",0,0,0,"y",0,4
"7376","kr","우빈과 함께하는 행복한 2박3일",1,0,19/01/10,19/01/12,4,3,"아이,휴식과 치유 여행,여유",19/01/08,19/01/08,"n","n",0,0,0,"y",0,2
"7380","kr","김씨가족 인생여행",1,0,19/02/13,19/02/15,4,3,"아이,휴식과 치유 여행,꽃길시작여행,가족여행",19/01/09,19/01/09,"n","n",0,0,0,"y",0,2
"7381","kr","힐링먹방가족여행",1,0,19/01/11,19/01/13,3,3,"부모,식도락 여행,힐링여행,포토스팟",19/01/09,19/01/10,"n","n",0,0,0,"n",0,2
"7382","kr","친정 가족여행 (어른다섯 애기둘) 3박4일",0,0,19/01/11,19/01/14,7,4,"휴식과 치유 여행,부모,아이식도락",19/01/09,19/01/09,"n","n",0,0,0,"y",0,
"7403","kr","준진투어",1,0,19/01/11,19/01/13,3,3,"부모,식도락 여행,겨울여행,힐링여행",19/01/10,19/01/10,"n","n",0,0,0,"y",0,2
"7404","kr","가족여행 in JEJU",0,0,19/02/03,19/02/06,4,4,"부모,식도락 여행,휴식,힐링",19/01/10,19/01/10,"n","n",0,0,0,"y",0,
"7439","kr","부모님과 함께하는 효도여행",2,0,19/01/12,19/01/14,4,3,"부모,식도락 여행,가족여행,효도관광,먹방투어",19/01/11,19/01/11,"n","y",0,0,0,"y",0,4
"7442","kr","제주에서 살아보기",0,0,19/01/15,19/01/31,2,17,"친구,식도락 여행,제주살이",19/01/11,19/01/11,"n","n",0,0,0,"y",0,
"7478","kr","2박3일 제주여행",1,0,19/02/02,19/02/04,2,3,"커플,휴식과 치유 여행,활동",19/01/14,19/01/14,"n","n",0,0,0,"y",0,2
"7479","kr","온달가족 5박6일 여행",1,0,19/01/23,19/01/28,3,6,"아이,전시와 행사,휴식",19/01/14,19/01/14,"n","n",0,0,0,"n",0,2
"7481","kr","월",1,0,19/01/14,19/01/14,3,1,"부모,활동/레저,우",19/01/14,19/01/14,"n","n",0,0,0,"y",0,2
"7482","kr","온달가족의 5박6일 가족여행",2,0,19/01/23,19/01/28,3,6,"아이,전시와 행사,휴식",19/01/14,19/01/14,"n","n",0,0,0,"y",0,4
"7487","kr","겨울 제주의 모든 것, 윈터 제주 여행",1,0,19/01/20,19/01/24,4,5,"아이,휴식과 치유 여행,겨울여행,제주겨울명소,겨울풍경",19/01/14,19/01/14,"n","y",0,0,0,"y",0,2
"7517","kr","2019 제주",1,0,19/01/20,19/01/24,2,5,"커플,휴식과 치유 여행,식도락",19/01/16,19/01/19,"n","n",0,0,0,"y",0,2
"7520","kr","첫 나들이",1,0,19/01/20,19/01/22,4,3,"아이,휴식과 치유 여행,가족",19/01/16,19/01/16,"n","n",0,0,0,"y",0,2
"7521","kr","꽉찬 2박3일",0,0,19/02/06,19/02/08,6,3,"아이,휴식과 치유 여행,시부모",19/01/16,19/01/16,"n","n",0,0,0,"y",0,
"7524","en","powerl",1,0,19/03/23,19/03/25,4,3,"Friends,Vacation,Food",19/01/17,19/01/17,"n","n",0,0,0,"y",0,2
"7525","kr","2박3일 가족여행",1,0,19/11/16,19/11/18,10,3,"부모,휴식과 치유 여행,자유여행",19/01/17,19/01/17,"n","n",0,0,0,"y",0,2
"7555","kr","서북지역 뚜벅이 여행",1,0,19/01/22,19/01/25,2,4,"친구,천천히 걷기,휴식/힐링/건강",19/01/18,19/01/21,"n","n",0,0,0,"y",0,2
"7561","kr","2박3일일정경로",1,0,19/02/23,19/02/25,4,3,"친구,제주의 문화유산,치유힐링",19/01/18,19/01/19,"n","n",0,0,0,"n",0,2
"7572","kr","처음 제주",1,0,19/01/20,19/01/24,5,5,"아이,제주문화유산,제주의 문화유산",19/01/18,19/01/18,"n","n",0,0,0,"n",0,2
"7191","kr","ㅇ",0,0,19/01/03,19/01/05,1,3,"혼자,전시와 행사,휴식",18/12/25,18/12/25,"n","n",0,0,0,"y",0,
"7207","jp","州旅行 제주여행 ",1,0,19/03/01,19/03/03,3,3,"友達,グルメ,光",18/12/27,18/12/27,"n","n",0,0,0,"y",0,2
"7217","kr","동남아의 5박6일 제주 탐방",0,0,19/01/13,19/01/18,7,6,"친구,휴식과 치유 여행,겨울",18/12/27,18/12/27,"n","n",0,0,0,"y",0,
"7221","kr","우리 가족 첫 제주 여행 4박5일",1,0,19/01/13,19/01/17,3,5,"아이,제주의 문화유산,#힐링#예술#과학",18/12/28,18/12/28,"n","n",0,0,0,"y",0,2
"7224","kr","가족여행",0,0,19/01/13,19/01/16,4,4,"아이,휴식과 치유 여행,방학여행힐링여행",18/12/28,18/12/29,"n","n",0,0,0,"y",0,
"7228","kr","겨울 제주의 모든 것, 윈터 제주 여행",1,0,19/01/01,19/01/05,4,5,"아이,휴식과 치유 여행,겨울여행,제주겨울명소,겨울풍경",18/12/28,18/12/28,"n","y",0,0,0,"y",0,2
"7232","kr","가족",0,0,18/12/30,19/01/03,6,5,"부모,휴식과 치유 여행,아이와함께",18/12/28,18/12/28,"n","y",0,0,0,"y",0,
"7233","kr","2박3일",0,0,19/03/22,19/03/24,2,3,"친구,활동/레저,재미",18/12/28,18/12/28,"n","n",0,0,0,"y",0,
"7235","kr","가족여행",0,0,19/01/22,19/01/24,3,3,"부모,활동/레저,아이와",18/12/29,18/12/29,"n","y",0,0,0,"y",0,
"7239","kr","2박3일 가족여행",0,0,18/12/30,19/01/01,4,3,"휴식과 치유 여행,부모,가족여행",18/12/29,18/12/29,"n","n",0,0,0,"y",0,
"7254","kr","배타고 3박4일 제주가족여행",2,0,19/01/31,19/02/03,6,4,"아이,활동/레저,식도락",18/12/31,18/12/31,"n","n",0,0,0,"y",0,4
"7256","cn","開車sen海風",0,0,19/02/02,19/02/06,2,5,"情,休/,吹海風",18/12/31,18/12/31,"n","n",0,0,0,"n",0,
"7266","kr","정은이와의여행",0,0,19/01/09,19/01/11,2,3,"부모,식도락 여행,천천히걷기,치유",19/01/01,19/01/01,"n","n",0,0,0,"y",0,
"7270","en","Our 7 day trip",1,0,19/01/04,19/01/11,5,8,"Parents,Cultural Heritage,vacation",19/01/01,19/01/01,"n","n",0,0,0,"y",0,2
"7271","en","Our 7 day trip",0,0,19/01/04,19/01/11,5,8,"Parents,Cultural Heritage,vacation",19/01/01,19/01/01,"n","n",0,0,0,"n",0,
"7272","kr","힐링 가족 여행:)",0,0,19/01/02,19/01/04,4,3,"부모,휴식과 치유 여행,#천천히,#아픈,사람",19/01/01,19/01/01,"n","n",0,0,0,"y",0,
"7276","kr","2019 가족여행",3,0,19/01/02,19/01/04,5,3,"아이,휴식과 치유 여행,온천",19/01/01,19/01/03,"n","n",0,0,0,"y",0,6
"7278","kr","한 템포 쉬어가는 여행",1,0,19/01/10,19/01/13,2,4,"부모,휴식과 치유 여행,숲,수목원",19/01/01,19/01/01,"n","y",0,0,0,"n",0,2
"7282","kr","6박7일 여행",0,0,19/01/08,19/01/14,1,7,"혼자,휴식과 치유 여행,세상에",19/01/02,19/01/02,"n","n",0,0,0,"y",0,
"7283","kr","가족여행",3,0,19/01/13,19/01/16,8,4,"부모,식도락 여행,가족여행",19/01/02,19/01/11,"n","n",0,0,0,"y",0,6
"7284","kr","2박 3일 가족여행",0,0,19/01/16,19/01/18,3,3,"부모,휴식과 치유 여행,식도락",19/01/02,19/01/02,"n","y",0,0,0,"y",0,
"7285","kr","2박3일",1,0,19/01/22,19/01/24,2,3,"커플,식도락 여행,제주",19/01/02,19/01/02,"n","n",0,0,0,"n",0,2
"7286","kr","첫여행",2,0,19/01/22,19/01/24,2,3,"커플,식도락 여행,첫여행,제주도",19/01/02,19/01/05,"n","n",0,0,0,"y",0,4
"7293","kr","주몽's",3,0,19/01/15,19/01/17,3,3,"친구,전시와 행사,동기들",19/01/03,19/01/08,"n","n",0,0,0,"y",0,6
"7299","kr","2019년 시무식 일정",0,0,19/01/04,19/01/06,6,3,"친구,휴식과 치유 여행,활동/레저",19/01/03,19/01/03,"n","n",0,0,0,"y",0,
"7306","cn","GO JUEJU",1,0,19/03/01,19/03/05,4,5,"朋友,休/,美食",19/01/04,19/01/04,"n","n",0,0,0,"y",0,2
"7314","en","6D5N Jeju Trip",1,0,19/03/14,19/03/19,2,6,"Children,Activity/Leisure,Vacation",19/01/05,19/01/20,"n","n",0,0,0,"y",0,2
"7320","kr","우리가족 제주여행",1,0,19/01/20,19/01/23,4,4,"부모,휴식과 치유 여행,제주",19/01/05,19/01/10,"n","n",0,0,0,"y",0,2
"7322","kr","인수랑여행",0,0,19/01/22,19/01/24,2,3,"커플,식도락 여행,제주",19/01/05,19/01/05,"n","n",0,0,0,"y",0,
"7326","kr","3박4일",1,0,19/01/28,19/01/31,2,4,"친구,식도락 여행,제주",19/01/06,19/01/06,"n","n",0,0,0,"y",0,2
"7327","kr","감성여행 2박 3일",0,0,19/01/22,19/01/24,2,3,"친구,휴식과 치유 여행,감성",19/01/06,19/01/06,"n","n",0,0,0,"y",0,
"7329","kr","'19년 제주도 여행",3,0,19/01/17,19/01/20,9,4,"부모,휴식과 치유 여행,맛집투어,천천히,걷기",19/01/06,19/01/13,"n","n",0,0,0,"y",0,6
"7330","kr",": )",1,0,19/01/07,19/01/11,2,5,"커플,휴식과 치유 여행,오름",19/01/06,19/01/06,"n","n",0,0,0,"y",0,2
"7333","kr","지민과 제주 2019",1,0,19/01/14,19/01/17,2,4,"아이,휴식과 치유 여행,사랑",19/01/06,19/01/13,"n","n",0,0,0,"n",0,2
"7338","en","4D3N",0,0,19/10/28,19/10/31,4,4,"Children,Vacation,kids",19/01/07,19/01/07,"n","n",0,0,0,"y",0,
"7353","kr","연서 돌여행",0,0,19/02/22,19/02/24,2,3,"아이,휴식과 치유 여행,음,맛집,소주",19/01/07,19/01/07,"n","n",0,0,0,"y",0,
"7358","kr","악당과 독수리5형제 겨울여행",1,0,19/01/13,19/01/15,6,3,"친구,식도락 여행,겨울여행,고마운친구",19/01/07,19/01/07,"n","n",0,0,0,"y",0,2
"7375","kr","가족겨울제주여행",0,0,19/01/25,19/01/27,5,3,"아이,휴식과 치유 여행,가족",19/01/08,19/01/08,"n","n",0,0,0,"y",0,
"7377","kr","ㅇㅇ",1,0,19/01/07,19/01/10,1,4,"아이,제주의 문화유산,ㅎㅎ",19/01/08,19/01/08,"n","n",0,0,0,"n",0,2
"7192","kr","우리들의 4박5일 제주여행",0,0,19/01/07,19/01/11,2,5,"친구,활동/레저,겨울제주",18/12/26,18/12/26,"n","n",0,0,0,"y",0,
"7197","kr","가족여행",4,0,18/12/27,18/12/29,4,3,"부모,천천히 걷기,자연",18/12/26,18/12/26,"n","y",0,0,0,"y",0,8
"7198","kr","혼자 뚜벅여행",2,0,18/12/26,18/12/30,1,5,"혼자,천천히 걷기,뚜벅이,휴식,여유",18/12/26,18/12/26,"n","n",0,0,0,"n",0,4
"7199","kr","2박 3일 제주",3,0,19/01/12,19/01/14,3,3,"아이,휴식과 치유 여행,온수풀",18/12/26,18/12/26,"n","n",0,0,0,"y",0,6
"7204","kr","2018년 가족마무리여행",1,0,18/12/27,18/12/30,4,4,"아이,활동/레저,테마,문화유산",18/12/26,18/12/26,"n","y",0,0,0,"y",0,2
"7208","kr","가족여행",2,0,19/04/12,19/04/15,5,4,"아이,가족,휴식과 치유 여행,가족",18/12/27,19/01/29,"n","n",0,0,0,"n",0,4
"7210","kr","대가족 3박4일",3,0,19/02/02,19/02/05,8,4,"아이,제주의 문화유산,휴식",18/12/27,19/01/09,"n","n",0,0,0,"y",0,6
"7231","kr","가족여행",0,0,19/01/01,19/01/04,4,4,"부모,천천히 걷기,ㅇㅇㅇㅇㅇㅇㅇㅇㅇ,ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ",18/12/28,18/12/28,"n","n",0,0,0,"y",0,
"7300","kr","출장",2,0,19/01/17,19/01/18,3,2,"친구,식도락 여행,출장",19/01/03,19/02/27,"n","n",0,0,0,"y",0,4
"7308","kr","2박 3일 여행일정",2,0,19/01/14,19/01/16,5,3,"부모,휴식과 치유 여행,힐링",19/01/04,19/01/04,"n","n",0,0,0,"y",0,4
"7373","kr","한 템포 쉬어가는 여행",0,0,19/01/22,19/01/25,2,4,"부모,휴식과 치유 여행,숲,수목원",19/01/08,19/01/08,"n","y",0,0,0,"n",0,
"7374","kr","백록담",0,0,19/03/15,19/03/18,4,4,"친구,천천히 걷기,등반",19/01/08,19/01/08,"n","n",0,0,0,"y",0,
"7384","kr","지민 2019 제주 2",2,0,19/01/14,19/01/17,2,4,"아이,휴식과 치유 여행,제주",19/01/09,19/01/13,"n","n",0,0,0,"n",0,4
"7389","en","kak long itinerary",2,0,19/01/12,19/01/19,2,8,"Couples,Vacation,husband&wife",19/01/09,19/01/09,"n","y",0,0,0,"y",0,4
"7391","kr","가족여행",3,0,19/01/19,19/01/22,5,4,"아이,휴식과 치유 여행,자유,행복",19/01/09,19/01/13,"n","n",0,0,0,"y",0,6
"7394","kr","ㅣㅣ",1,0,19/01/14,19/01/17,3,4,"아이,식도락 여행,천천히,가족",19/01/09,19/01/09,"n","n",0,0,0,"y",0,2
"7397","kr","자두와 떠나는 태교여행^^",1,0,19/01/16,19/01/18,2,3,"커플,휴식과 치유 여행,식도락",19/01/10,19/01/10,"n","n",0,0,0,"n",0,2
"7402","kr","내 반쪽과 제주도여행",0,0,19/01/31,19/02/02,2,3,"커플,전시와 행사,맛집탐방",19/01/10,19/01/10,"n","y",0,0,0,"y",0,
"7412","kr","우리가족첫여행",2,0,19/02/02,19/02/05,3,4,"부모,휴식과 치유 여행,#힐링,#가족여행",19/01/10,19/01/11,"n","n",0,0,0,"y",0,4
"7416","kr","2박3일",2,0,19/02/11,19/02/13,5,3,"친구,활동/레저,겨울",19/01/10,19/01/10,"n","n",0,0,0,"n",0,4
"7438","cn","新年小旅遊",3,0,19/02/04,19/02/10,4,7,"情,休/,走走看看",19/01/11,19/02/05,"n","n",0,0,0,"y",0,6
"7440","kr","한 템포 쉬어가는 여행",1,0,19/01/21,19/01/24,2,4,"부모,휴식과 치유 여행,숲,수목원",19/01/11,19/01/11,"n","y",0,0,0,"y",0,2
"7441","kr","2박3일 여기저기",4,0,19/01/31,19/02/02,2,3,"커플,휴식과 치유 여행,쉬엄쉬엄",19/01/11,19/02/09,"n","n",0,0,0,"y",0,8
"7443","kr","가족여행",1,0,19/01/12,19/01/14,10,3,"휴식과 치유 여행,아이,오예",19/01/11,19/01/11,"n","n",0,0,0,"y",0,2
"7444","kr","가족여행",1,0,19/01/12,19/01/14,9,3,"부모,휴식과 치유 여행,아이",19/01/11,19/01/12,"n","n",0,0,0,"y",0,2
"7445","en","Arrival in Jeju",1,0,19/02/16,19/02/16,2,1,"Friends,Vacation,food",19/01/12,19/01/12,"n","n",0,0,0,"y",0,2
"7446","en","5 Days In Jeju",0,0,19/02/16,19/02/21,2,6,"Friends,Vacation,food",19/01/12,19/01/12,"n","n",0,0,0,"n",0,
"7453","en","3D2N",1,0,19/04/04,19/04/06,3,3,"Friends,Vacation,JEJU,CHINGU,TRIP",19/01/12,19/01/12,"n","n",0,0,0,"y",0,2
"7454","en","8D7N Jeju Trip",0,0,19/02/11,19/02/18,6,8,"Parents,Activity/Leisure,Jeju",19/01/12,19/01/12,"n","n",0,0,0,"y",0,
"7455","kr","뚱&림 제주여행>_<",1,0,19/01/22,19/01/25,2,4,"커플,휴식과 치유 여행,먹방",19/01/12,19/01/12,"n","n",0,0,0,"y",0,2
"7456","en","5 days 4 night",3,0,19/01/21,19/01/25,5,5,"Parents,Cultural Heritage,nature",19/01/13,19/01/20,"n","n",0,0,0,"y",0,6
"7457","en","Jeju winter trip",0,0,19/01/21,19/01/25,5,5,"Parents,Cultural Heritage,nature,winter",19/01/13,19/01/13,"n","n",0,0,0,"n",0,
"7458","kr","가족",5,0,19/02/01,19/02/04,4,4,"아이,전시와 행사,가족",19/01/13,19/01/29,"n","n",0,0,0,"y",0,10
"7463","kr","아찌와 제주여행",0,0,19/07/01,19/07/04,2,4,"친구,휴식과 치유 여행,맛집",19/01/13,19/01/13,"n","y",0,0,0,"y",0,
"7464","kr","세번째 시도",1,0,19/01/14,19/01/17,2,4,"아이,휴식과 치유 여행,3",19/01/13,19/01/13,"n","n",0,0,0,"n",0,2
"7465","kr","4번째 시도 제주",1,0,19/01/14,19/01/17,2,4,"아이,휴식과 치유 여행,제주",19/01/13,19/01/13,"n","n",0,0,0,"y",0,2
"7467","kr","가족여행",6,0,19/01/16,19/01/19,6,4,"부모,휴식과 치유 여행,#여행#가족#힐링",19/01/13,19/01/14,"n","n",0,0,0,"y",0,12
"7468","kr","우정여행",0,0,19/02/08,19/02/10,6,3,"친구,휴식과 치유 여행,힐링",19/01/13,19/01/13,"n","n",0,0,0,"y",0,
"7187","en","4 day Jeju trip",0,0,19/02/04,19/02/07,3,4,"Vacation,Children,Friend",18/12/25,18/12/25,"n","n",0,0,0,"y",0,
"7189","kr","부모님과 함께",0,0,18/12/26,18/12/29,7,4,"부모,휴식과 치유 여행,처음,천천히",18/12/25,18/12/25,"n","n",0,0,0,"y",0,
"7193","kr","엄마랑 함께하는 동쪽마을 여행",2,0,18/12/27,18/12/28,2,2,"부모,휴식과 치유 여행,제주동부여행,구좌읍여행,마을여행",18/12/26,18/12/26,"n","n",0,0,0,"n",0,4
"7196","kr","3박4일",1,0,18/12/29,19/01/01,3,4,"아이,휴식과 치유 여행,테마",18/12/26,18/12/26,"n","n",0,0,0,"n",0,2
"7203","kr","중학 졸업 기념",1,0,18/12/29,18/12/31,3,3,"아이,휴식과 치유 여행,중문",18/12/26,18/12/26,"n","n",0,0,0,"y",0,2
"7212","kr","2019 제주여행",2,0,18/12/31,19/01/02,4,3,"부모,휴식과 치유 여행,맛집,일출,새해",18/12/27,18/12/27,"n","n",0,0,0,"y",0,4
"7213","en","3 Days 2 Nights ",1,0,21/11/19,21/11/21,2,3,"Activity/Leisure,Children,Sisters",18/12/27,18/12/28,"n","n",0,0,0,"y",0,2
"7215","kr","2박3일 반시계방향",1,0,18/12/29,18/12/31,4,3,"아이,휴식과 치유 여행,아이,휴식,힐링",18/12/27,18/12/27,"n","n",0,0,0,"y",0,2
"7220","kr","특별한 제주 겨울여행",1,0,19/01/03,19/01/08,5,6,"아이,제주의 문화유산,가족,추억",18/12/28,18/12/28,"n","n",0,0,0,"y",0,2
"7243","en","Authentic Jeju experiences",1,0,19/03/16,19/03/21,2,6,"Couples,Geo Trails,Landscapes,Vacation",18/12/30,18/12/30,"n","y",0,0,0,"y",0,2
"7249","kr","큰동서 가족과 힐링여행",1,0,18/12/31,19/01/03,4,4,"친구,휴식과 치유 여행,제주도,문화유산,탐방",18/12/30,18/12/30,"n","n",0,0,0,"y",0,2
"7250","kr","가족여행",0,0,19/01/21,19/01/25,4,5,"부모,활동/레저,멕시코",18/12/30,18/12/30,"n","n",0,0,0,"y",0,
"7258","kr","혼자 걷는 여행 4박5일",1,0,19/01/17,19/01/21,1,5,"혼자,천천히 걷기,휴식",18/12/31,18/12/31,"n","y",0,0,0,"y",0,2
"7277","kr","히히",3,0,19/01/02,19/01/04,5,3,"휴식과 치유 여행,부모,행복",19/01/01,19/01/02,"n","n",0,0,0,"y",0,6
"7279","kr","한 템포 쉬어가는 여행",1,0,19/01/10,19/01/13,2,4,"부모,휴식과 치유 여행,숲,수목원",19/01/01,19/01/01,"n","y",0,0,0,"y",0,2
"7292","kr","문여사님의 팔순기념가족여행",2,0,19/01/11,19/01/13,10,3,"부모,휴식과 치유 여행,자연",19/01/03,19/01/03,"n","n",0,0,0,"y",0,4
"7303","kr","발길닫는대로",0,0,19/01/07,19/01/10,2,4,"커플,휴식과 치유 여행,설악산곶자왈",19/01/04,19/01/04,"n","n",0,0,0,"y",0,
"7317","kr","3박4일 공주생일겸 백일축하 여행",0,0,19/01/14,19/01/17,2,4,"커플,활동/레저,장관",19/01/05,19/01/05,"n","n",0,0,0,"n",0,
"7318","kr","19.01.05-01.06",5,0,19/01/05,19/01/06,2,2,"커플,여행제주,휴식과 치유 여행",19/01/05,19/10/24,"n","n",0,0,0,"y",0,10
"7319","kr","두번째가족제주여행",2,0,19/01/20,19/01/23,4,4,"아이,활동/레저,체험",19/01/05,19/01/19,"n","n",0,0,0,"y",0,4
"7323","kr","아들과 함께하는 4박5일 여행",1,0,19/01/07,19/01/11,2,5,"아이,활동/레저,여행,걷기,식도락",19/01/05,19/01/05,"n","y",0,0,0,"y",0,2
"7328","kr","쉼",4,0,19/01/12,19/01/15,2,4,"커플,휴식과 치유 여행,쉼,휴식",19/01/06,19/01/06,"n","n",0,0,0,"y",0,8
"7383","kr","첫제주(하트)",0,0,19/02/23,19/02/26,2,4,"친구,휴식과 치유 여행,식도락,먹방",19/01/09,19/01/09,"n","n",0,0,0,"y",0,
"7390","kr","Jena 500 days",1,0,19/02/02,19/02/04,3,3,"아이,휴식과 치유 여행,식도락,제주문화유산",19/01/09,19/01/09,"n","n",0,0,0,"y",0,2
"7393","kr","2박3일",3,0,19/02/15,19/02/17,4,3,"휴식과 치유 여행,부모,부모,여행",19/01/09,19/01/09,"n","n",0,0,0,"y",0,6
"7395","kr","2박3일 협재 애월",1,0,19/01/18,19/01/20,1,3,"혼자,쇼핑,수선화축제,암신12주",19/01/09,19/01/09,"n","n",0,0,0,"n",0,2
"7396","kr","2/3 협재 애월",1,0,19/01/18,19/01/20,1,3,"천천히 걷기,혼자,수선화축제,비양도",19/01/09,19/01/09,"n","n",0,0,0,"y",0,2
"7415","kr","힐링",0,0,19/01/24,19/01/27,4,4,"아이,휴식과 치유 여행,엑티비티",19/01/10,19/01/10,"n","n",0,0,0,"y",0,
"7420","kr","가족여행 in JEJU",1,0,19/02/03,19/02/06,4,4,"부모,식도락 여행,힐링,휴식",19/01/10,19/01/11,"n","n",0,0,0,"y",0,2
"7434","cn","4d3n",0,0,19/02/16,19/02/19,4,4,"孩子,休息,experince",19/01/11,19/01/11,"n","n",0,0,0,"y",0,
"7469","kr","2박3일제주도",1,0,19/01/26,19/01/28,2,3,"커플,식도락 여행,제주도",19/01/13,19/01/13,"n","n",0,0,0,"y",0,2
"7470","kr","2박 3일 제주여행",1,0,19/01/14,19/01/16,6,3,"부모,제주의 문화유산,맛있는음식,즐거운여행",19/01/14,19/01/14,"n","n",0,0,0,"y",0,2
"7471","kr","첫 비행기",0,0,19/01/27,19/01/31,2,5,"커플,식도락 여행,뚜벅이",19/01/14,19/01/14,"n","n",0,0,0,"y",0,
"7472","kr","3박4일",0,0,19/02/10,19/02/13,3,4,"부모,휴식과 치유 여행,식도락",19/01/14,19/01/14,"n","n",0,0,0,"y",0,
"7473","kr","제주공항",0,0,19/01/17,19/01/22,1,6,"휴식과 치유 여행,커플,휴식,여행,커플",19/01/14,19/01/14,"n","n",0,0,0,"y",0,
"7474","cn","五天四夜",3,0,19/10/10,19/10/14,2,5,"朋友,休/,拍照",19/01/14,19/08/21,"n","n",0,0,0,"y",0,6
"7476","kr","윤주와 주엽이의 제주도",2,0,19/02/18,19/02/22,2,5,"커플,휴식과 치유 여행,제주도,윤주,주엽",19/01/14,19/01/14,"n","n",0,0,0,"y",0,4
