,AREA_NM,주소,태그,주요목적,주요목적기타,co2,lg_cat,md_cat
280,비체올린,제주특별자치도 제주시 한경면 판조로 253-6,"#야영장 #캠핑장 #액티비티
#아이 #맑음 #체험 #레저/체험 #어린이 #수상레저 #캠핑 #언택트 #어트랙션 #안전여행스탬프",,,0.0111476232727272,레저/체험,캠핑
281,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
292,진아영 할머니 집터,제주특별자치도 제주시 한림읍 월령1길 22,"#문화유적지 #4.3 #문화관광
#제주4.3 #역사유적 #어트랙션",,,0.0016318765,테마파크/테마관광지,유적지
293,순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24,#휴식/힐링 #가을 #어트랙션,,,0.1009644047272727,공연/전시,
294,협재굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,"#동굴 #경관/포토 #부모
#흐림 #자연경관 #포토스팟",,,3.411126292990945,자연,
299,김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,"#액티비티 #커플 #여름
#체험 #레저/체험 #수상레저 #어트랙션",,,7.412448859272728,레저/체험,해양레저
303,문화예술마을 저지리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3675,"#체험관광 #친구 #커플
#흐림 #사계절 #체험 #마을산책 #마을관광 #어트랙션",,,0.6088382496363637,테마파크/테마관광지,유적지외
304,탐나라공화국(제주남이섬),제주특별자치도 제주시 한림읍 한창로 897,"#여자 #남자 #휴식
#맑음 #가을 #문화관광 #언택트 #어트랙션",,,4.086731381200001,레저/체험,
309,성읍녹차마을,제주특별자치도 서귀포시 표선면 중산간동로 4778,"#부모 #커플 #친구
#아이 #경관/포토 #마을산책 #마을관광 #포토스팟 #어린이 #녹차",,,1.6229243925,테마파크/테마관광지,유적지외
311,쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,"#커플 #혼자 #친구
#부모 #맑음 #해변 #휴식/힐링 #경관/포토 #포토스팟",,,1.6391605130657607,자연,바다
314,엉알해안산책로,제주특별자치도 제주시 한경면 노을해안로 1143,"#일몰 #해변 #걷기/등산
#커플 #맑음 #가을 #자연경관",,,0.7835126040909092,자연,바다
315,원당봉,제주특별자치도 제주시 원당로16길 16-30,"#일출 #오름 #걷기/등산
#자연경관",,,4.59574542009091,자연,산
317,이호테우해수욕장,제주특별자치도 제주시 도리로 20,"#경관/포토 #휴식/힐링 #여름
#일몰 #해변 #해수욕장 #자연경관 #물놀이 #포토스팟","해양스포츠,물놀이,포토스팟","야외수영장, 스노클링",0.6426202104545454,자연,바다
319,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,"#실내 #테마공원 #부모
#아이 #흐림 #실내관광지 #어린이 #어트랙션",공연/전시,,8.551795291454544,테마파크/테마관광지,유적지외
324,종달리전망대,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,"#일출 #해변 #경관/포토
#맑음 #자연경관 #포토스팟",,,1.3851875520000003,자연,바다
333,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
338,김만덕객주,제주특별자치도 제주시 임항로 68,"#부모 #커플 #친구
#혼자 #흐림 #맑음 #문화유적지 #실내관광지 #문화관광 #역사유적 #어트랙션","체험,공연/전시,기타",,1.1877262689,테마파크/테마관광지,유적지
339,꽃썸,제주특별자치도 서귀포시 안덕면 동광로 151,"#해변 #카페 #포토스팟
#휴식 #부모 #친구 #커플 #혼자 #안개/흐림 #맑음 #봄 #여름 #가을 #겨울 #중/장년 #청년 #노년 #어트랙션",,,0.8729055215454546,자연,바다
340,낙타트래킹,제주특별자치도 서귀포시 표선면 번영로 2564-21,"#액티비티 #친구 #커플
#체험 #레저/체험 #어트랙션",,,5.0894028665,레저/체험,
347,라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,"#승마 #액티비티 #커플
#체험 #레저/체험 #어트랙션",,,26.58116842833333,레저/체험,승마
351,보목포구,제주특별자치도 서귀포시 보목포로 46,"#맑음 #해변 #친구
#부모 #커플 #혼자 #아이 #자연경관 #어린이",,,1.7139364702500002,자연,바다
353,붉은오름(표선면),제주특별자치도 서귀포시 표선면 남조로 1487-73,"#부모 #커플 #혼자
#친구 #맑음 #오름 #사계절 #자연경관 #도보여행 #도보 #단풍",,,4.831688882772545,자연,산
355,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,"#커플 #친구 #아이
#맑음 #액티비티 #실내관광지 #체험 #레저/체험 #어린이 #어트랙션",,,2.9227838825,레저/체험,
356,세계조가비박물관,제주특별자치도 서귀포시 태평로 284,"#실내 #미술/박물관 #아이
#비.눈 #사계절 #실내관광지 #문화관광 #박물관 #어트랙션 #안전여행스탬프",공연/전시,,1.0510682767,공연/전시,
359,아이스뮤지엄,제주특별자치도 제주시 은수길 69,"#실내 #테마공원 #아이
#비.눈 #사계절 #실내관광지 #어린이 #어트랙션",,,5.907151951990955,테마파크/테마관광지,유적지외
362,어리목계곡,제주특별자치도 제주시 1100로 2070-61,"#비.눈 #가을 #사계절
#겨울 #자연경관 #한라산 #언택트 #계곡 #물놀이",,,16.413972332999997,자연,산
363,엉덩물계곡,제주특별자치도 서귀포시 중문관광로 192,"#부모 #커플 #혼자
#친구 #아이 #맑음 #봄 #올레 #계곡 #자연경관 #어린이 #어트랙션 #봄꽃 #유채꽃 #물놀이",,,0.0261100224,자연,산
368,제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,"#부모 #커플 #혼자
#테마공원 #실내관광지 #마을산책 #마을관광 #어트랙션",,,0.3552828047999999,테마파크/테마관광지,유적지외
369,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36,"#흐림 #가을 #실내관광지
#어트랙션 #유네스코",공연/전시,,16.191562412727272,공연/전시,
372,청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,"#청초밭 #녹차밭 #삼나무길
#동백나무 #체험 #도보여행 #도보 #녹차 #어트랙션",,관,1.5344300663,레저/체험,
374,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
377,제주돌마을공원,제주특별자치도 제주시 한림읍 금능남로 421,"#부모 #커플 #혼자
#테마공원 #실내관광지 #마을산책 #마을관광 #어트랙션",,,0.3552828047999999,테마파크/테마관광지,유적지외
378,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36,"#흐림 #가을 #실내관광지
#어트랙션 #유네스코",공연/전시,,16.191562412727272,공연/전시,
381,청초밭영농조합법인,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,"#청초밭 #녹차밭 #삼나무길
#동백나무 #체험 #도보여행 #도보 #녹차 #어트랙션",,관,1.5344300663,레저/체험,
383,탑동해변공연장,제주특별자치도 제주시 중앙로 2,"#부모 #커플 #혼자
#친구 #아이 #맑음 #여름 #해변 #어린이 #어트랙션",,,4.224147250214617,자연,바다
384,플레이네이쳐,제주특별자치도 서귀포시 안덕면 일주서로 1836,"#테마공원 #맑음 #문화관광
#어트랙션",,,3.5739364750909086,테마파크/테마관광지,유적지외
389,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,"#경관/포토 #부모 #맑음
#봄 #포토스팟",,,179.49579699999998,레저/체험,유람선&잠수함
394,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,"#경관/포토 #부모 #맑음
#봄 #포토스팟",,,179.49579699999998,레저/체험,유람선&잠수함
396,노을해안로,제주특별자치도 서귀포시 대정읍 노을해안로 24,"#일몰 #해변 #걷기/등산
#혼자 #가을 #자연경관",,,0.0053152545999999,자연,바다
398,다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,"#실내 #테마공원 #아이
#비.눈 #겨울 #우수관광사업체 #실내관광지 #체험 #레저/체험 #어린이 #어트랙션 #안전여행스탬프",,,7.6260381673,레저/체험,
401,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,"#부모 #아이 #친구
#커플 #혼자 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",,,10.111572423909092,자연,산
407,마복이오름,제주특별자치도 서귀포시 안덕면 산록남로 863,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,4.831688882772545,자연,산
409,모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,3.6465019920909088,자연,산
413,방림원,제주특별자치도 제주시 한경면 용금로 864,"#휴식/힐링 #우수관광사업체 #자연경관
#안전여행스탬프","공연/전시,포토스팟",,2.5974809784545454,자연,
416,삼화포구,제주특별자치도 제주시 서흘1길 26,"#포구 #해변 #문화유적지
#자연경관 #역사유적",,,0.016530696090909,테마파크/테마관광지,유적지
419,성산포항,제주특별자치도 서귀포시 성산읍 성산등용로 130-21,"#해변 #맑음 #자연경관
#어트랙션",,,1.6391605130657607,자연,바다
421,숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,"#숲길 #걷기/등산 #흐림
#봄 #체험 #도보여행 #도보 #숲",,,12.213382603499998,자연,산
422,쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,"#체험관광 #아이 #흐림
#사계절 #체험 #마을산책 #마을관광 #어린이 #어트랙션",,,0.3854407284090909,테마파크/테마관광지,유적지외
423,아프리카박물관,제주특별자치도 서귀포시 이어도로 49,"#실내 #미술/박물관 #아이
#비.눈 #겨울 #우수관광사업체 #실내관광지 #문화관광 #박물관 #어트랙션 #안전여행스탬프",공연/전시,,3.43125325625,공연/전시,
426,올레여행자센터,제주특별자치도 서귀포시 중정로 22,"#커플 #혼자 #친구
#올레 #도보여행 #도보 #어트랙션",,,5.0589567152,자연,바다
429,제주빅볼랜드,제주특별자치도 제주시 애월읍 산록서로 15,"#액티비티 #아이 #맑음
#가을 #체험 #레저/체험 #어린이 #어트랙션",,,0.4701923349999999,레저/체험,
435,초콜릿랜드,제주특별자치도 서귀포시 중문관광로110번길 15,"#실내 #테마공원 #아이
#비.눈 #겨울 #사계절 #실내관광지 #어린이 #어트랙션",,,18.949954884,테마파크/테마관광지,유적지외
436,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",등산,산책로. 올레코스. 오름,7.606409026090909,자연,산
452,구좌 하도어촌계,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,"#경관/포토 #체험관광 #액티비티
#바릇잡이 #낚시 #체험 #레저/체험 #포토스팟 #어트랙션","체험,물놀이,기타","바릇잡이, 해녀체험, 낚시체험",0.1676805984545454,레저/체험,
458,김만덕기념관,제주특별자치도 제주시 산지로 7,"#실내 #미술/박물관 #친구
#비.눈 #겨울 #문화관광 #어트랙션","공연/전시,기타",,7.5004303093,공연/전시,
460,가파도 마라도 정기여객선,제주특별자치도 제주시 우도면 우도해안길 406-1,"#승마 #액티비티 #체험
#레저/체험 #어트랙션",,,0.1609411607272727,레저/체험,승마
464,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293,"#아이 #커플 #맑음
#흐림 #휴식/힐링 #체험관광 #사계절 #자연경관 #체험 #어린이 #어트랙션",,,10.10716423890909,레저/체험,체험농장
470,머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,"#웰니스 #자연 #숲
#치유 #숲길 #걷기 #커플 #자연경관 #도보여행 #도보 #언택트",,,1.1744847576363635,자연,
476,민속해안로,제주특별자치도 서귀포시 표선면 일주동로 6228,"#해변 #걷기/등산 #혼자
#맑음",,,0.0778171919,자연,바다
481,발자국화석공원,제주특별자치도 서귀포시 대정읍 형제해안로 192,"#부모 #커플 #아이
#경관/포토 #문화유적지 #사계절",,,0.1375438681666666,자연,
483,방일리공원,제주특별자치도 제주시 정원로 50,#휴식/힐링 #자연경관,,,7.522526341272727,자연,
484,베릿네오름,제주특별자치도 서귀포시 중문상로17번길 51,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",,,2.8300466779,자연,산
490,빠우사,제주특별자치도 제주시 조천읍 선교로 539,"#요가 #카페 #체험
#음식 #디저트 #웰니스",체험,명상과 요가를 통한 휴식,0.1892128895454545,레저/체험,
500,서귀포예술의전당,제주특별자치도 서귀포시 태평로 270,"#예술 #실내 #미술/박물관
#흐림 #사계절 #실내관광지 #문화관광 #어트랙션",,,9.5461505647,공연/전시,
501,서복전시관,제주특별자치도 서귀포시 칠십리로 156-8,"#실내 #미술/박물관 #사계절
#어트랙션",공연/전시,,1.0005733582727272,공연/전시,
503,선흘1리,제주특별자치도 제주시 조천읍 중산간동로 1280,"#문화유적지 #흐림 #사계절
#역사유적",,,1.058812272,테마파크/테마관광지,유적지
504,성김대건신부표착기념관,제주특별자치도 제주시 한경면 용수1길 108,"#실내 #미술/박물관 #사계절
#실내관광지 #문화관광 #어트랙션",,,1.3428435384545454,공연/전시,
