이름,지역,태그,주소,좋아요,찜하기,리뷰,방문했어요,조회,SNS공유,소개,상세정보,이용시간,편의시설,기타상세,상세텍스트,tag_lst,회,흑돼지,초밥,돈카츠,고기국수,생선,이탈리안,햄버거,한식,뚝배기,칼국수,오메기,라면,카페,술,기타,cat_num,cluster_num,co2
올래국수,제주시 > 제주시내,"#고기국수 #한식 #향토음식
#음식",제주특별자치도 제주시 귀아랑길 24 (연동),41,896,42,1,"63,739",87,제주 향토 음식인 고기국수 전문점이다. 2016 KOREAT JEJU TOP 10 선정,"설추석과 매주 일요일 휴무, 마지막오더는 15:00, 재료소진시 조기마감","평일 : 08:30 ~ 15:00 , 주말 : 08:30 ~ 15:00","현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

이 집의 메뉴는 단 하나. 두툼한 고기와 도톰한 중면이 구수한 사골국물과 어우러져 고소하고 구수한 맛을 자랑하는 고기 국수다. 
맛은 한국의 설렁탕보다는 진하고 일본의 돈코츠 라멘보다는담백하다. 고소하고 깊은 맛이 입소문을 타서 tvN 수요미식회 등 각종 방송에 출연하기도 하였다. (21회 2015.06.17) 
웬만한 대식가도 너끈히 배불릴 수 있을 정도로 양이 매우 많은 편이지만, 뜨끈한 감칠맛에 젓가락을 놓을 수가 없다.


인기 덕분에 가게는 08:30 오픈과 동시에 북적이기 시작한다. 그리고 이렇게 항상 손님들이 많기 때문에 식사 주문과 계산은 카운터에서 일괄 진행된다. 
다행히 음식은 착석하자마자 거의 동시에 나오는 편. 주차는 어려운 편이다. 근처 호텔 주차장을 사용할 수 있도록 주차권을 발급하고 있으나, 금새 차기 일쑤다.

2016 KOREAT JEJU TOP 10 선정단 한줄평: 돼지 육수에 중면을 만 정통 제주 고기국수 집 중 최고. 투박한 돼지고기를 인심 좋게 듬뿍 넣은 덕분에 국물 맛이 특히 깊다. 제주어로 베지근한 맛.

 ","['고기국수', '한식', '향토음식', '음식']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2.3
우유부단,제주시 > 한림,"#카페 #디저트 #아이스크림
#우유 #음식 #눈꽃우유빙수 #밀크티",제주특별자치도 제주시 한림읍 금악동길 38,12,246,38,1,"20,796",5,이시돌 목장에서 생산된 유기농 우유로 만든 유제품 디저트를 만날 수 있는 곳,설날과 추석 당일만 쉼.,"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

제주도 내 최대 유업목축지 이시돌목장에서 직접 생산된 우유로 만든 유제품 디저트 메뉴를 판매한다.
대표메뉴는 홍차 밀크티, 컵 또는 콘으로 즐길 수 있는 아이스크림이다.

밀크티와 유기농 우유를 에쁜 유리병에 담아 제공하여 테이크아웃, 선물로 좋아 제주의 추억을 담아갈 수 있는 기념품으로 그 역할을 톡톡히 한다.
카페 주변의 우유팩 모양의 예쁜 벤치와 푸른 목초지, 테쉬폰과 같은 조형물을 배경으로 웨딩촬영 등 기억에 남는 여행사진 촬영을 위해 많은 이들이 방문하고 있다.

 ","['카페', '디저트', '아이스크림', '우유', '음식', '눈꽃우유빙수', '밀크티']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
스카이 온 파이브 다이닝,서귀포시 > 안덕,"#스카이온파이브그릴 #스테이크 #와인
#레스토랑 #음식 #뷔페 #제주신화월드",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,28,38,35,8,"11,758",8,제주의 아름다움이 스카이뷰와 함께 펼쳐지는 메리어트 다이닝,"이용시간 평일:조식 13:00 – 22:00, 디너 17:00 – 21:30/주말: 조식 07:00 – 11:00, 런치 12:30 – 15:00, 디너 17:00 – 21:30/ 요금 조식: 조식: 성인 55,000원, 소인 30,000원 / 디너: 디너: 성인109,000원, 소아60,000원","평일 : 13:00 ~ 21:30 , 주말 : 07:00 ~ 21:30","공용주차장,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

이국적인 뷰와 함께하는 프리미엄 뷔페 레스토랑

셰프가 엄선한 신선한 식재료로 준비한 다채로운 메뉴를 즐겨 보자. 한식부터 일식, 중식, 양식은 물론 제주 특산물을 사용한 스페셜 메뉴까지 환상적인 뷰와 함께 품격 있는 뷔페를 경험해 보자.","['스카이온파이브그릴', '스테이크', '와인', '레스토랑', '음식', '뷔페', '제주신화월드']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2.4450000000000003
우진해장국,제주시 > 제주시내,"#해장국 #고사리육개장 #사골해장국
#녹두빈대떡 #음식 #몸국",제주특별자치도 제주시 서사로 11,19,329,33,1,"23,623",31,제주 향토 음식인 고사리 해장국을 만날 수 있는 한식당,"명절 휴무(설 3일, 추석 3일)","평일 : 06:00 ~ 22:00 , 주말 : 06:00 ~ 22:00","공용주차장,현금결제,카드결제",,"상세정보
확장됨
아는 사람들 사이에선 이미 입소문이 자자했고 tvN 수요미식회 제주도 음식편 방영 후 더욱 유명해진 집이다. 해도 뜨기 전에 문을 열어 자정까지 영업하는데, 어느 시간이든 사람들로 붐비고 있어 잠깐만 한 눈을 팔면 대기번호를 받아야 입장할 수 있을 정도다. 그 인기 덕에 약 60여개 좌석이 있는 식당 뒷 편에는 항시 식재료를 삶는 대형 솥들이 쉴새 없이 돌아가고 있다.

가장 유명한 메뉴는 고사리 해장국으로, 4월이면 제주도의 온 들판에서 자라나는 고사리와 돼지고기를 함께 넣고 푹 끓여낸 맛이 일품이다. 제주도에서는 경조사에서 즐겨 먹던 향토 음식이라고 한다.

건더기의 형체를 거의 알아볼 수 없을 정도로 끓여낸 고사리 해장국은 진한 감칠맛과 죽같은 식감이 독특한 미식경험을 선사하는데, 낯설지만 누구나 빠져들 수 없는 맛이다.

그 인기에 힘입어 포장 판매도 하고 있는데, 공항이 가까워 들고 나는 관광객들이 몇 개씩 사 간다는 설명이다. 급속 냉동한 덕에 비행기를 타는 동안에도 쉽사리 해동되지 않는다. 전국 택배도 가능하다.

모자반과 돼지고기를 오랫동안 끓여내어 바다내음이 좋은 향토음식 '몸국'도 또 다른 인기메뉴다.

기타 메뉴로는 사골해장국, 녹두빈대떡 등이 있다. 밑반찬인 오징어젓갈과 부추무침, 깍두기 등과 곁들여보자.

가까이에 버스 정류장이 있어 대중교통으로 접근하기에 좋으며, 가게 앞에 공영 주차장이 있어 자동차 이용객에게도 편리하다는 것도 장점이다.","['해장국', '고사리육개장', '사골해장국', '녹두빈대떡', '음식', '몸국']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1.475
테라로사,서귀포시 > 서귀포시내,"#커피 #빵 #카페
#원두 #음식 #아메리카노 #카페라떼 #카푸치노 #핸드드립커피 #에스프레소 #디저트",제주특별자치도 서귀포시 칠십리로658번길 27-16,10,185,31,1,"19,258",9,"커피와 빵으로 유명한 테라로사의 서귀포지점, 쇠소깍근처, 커피용품판매","연중무휴, 마지막 주문 20:30","평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨
품격있는 커피와 빵으로 유명한 테라로사의 서귀포 지점.
유명한 관광지인 쇠소깍 바로 옆에 위치하고 있다.
카페가 있을 것 같지 않은 곳에 자리하고 있다는 점도 신선하지만,
채광이 좋고 탁 트인 공간의 인테리어가 주는 여유로움과 편안함에 많은 여행객들이 찾는다.

커피는 자극적이지 않고 밸런스가 좋다는 평이 대체적이다.
날이 좋으면 야외테라스에서, 비가 오면 실내에서 창밖으로 보이는 풍경이 모두 운치있다.
단체석이 구비되어 있으며, 카운터 한쪽엔 드립백, 원두, 프렌치프레스 등의 커피용품도 함께 판매하고 있다.
 ","['커피', '빵', '카페', '원두', '음식', '아메리카노', '카페라떼', '카푸치노', '핸드드립커피', '에스프레소', '디저트']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
마노르블랑,서귀포시 > 안덕,"#카페 #커피 #음료
#애프터눈티 #음식 #아메리카노 #바닐라라떼 #카페라떼 #녹차라떼 #돌체라떼 #딸기라떼 #디저트 #빵 #에이드 #주스 #과일주스 #2022고메페스타",서귀포시 안덕면 일주서로2100번길 46,10,129,30,4,"19,669",20,산방산과 형제섬의 동쪽으로 한라산이 보이는 분위기 좋은 카페,,"평일 : 09:00 ~ 18:30 , 주말 : 09:00 ~ 18:30","공용주차장,현금결제,카드결제,화장실",,"상세정보
확장됨

제주의 아름다운 바다와 산방산, 형제섬이 보이는 카페다.
내부에는 영국을 포함한 유럽의 아름다운 티웨어와 각종 피겨린을 감상할 수 있다. 유럽의 귀족문화를 느낄 수 있는 소품과 그릇들이 전시되어 있으며, 웅장한 매친토시 오디오와 비비드 스피커에서 흘러나오는 음악을 들으며 차 한 잔의 여유를 만끽할 수 있다.

2000여 평 정원 속에 향기나는 동백꽃 산책로가 있으며 산방산과 송악산 사이로 형제섬과 사계 앞바다가 보이는 환상적인 조망 또한 마노르블랑의 자랑거리이다. 환상적인 조망과 함께 동백 인생샷을 남길 수 있는 다양한 포토존이 준비되어 있고 야외 잔디정원에서는 피아노 연주 버스킹을 즐길 수 있다.

.","['카페', '커피', '음료', '애프터눈티', '음식', '아메리카노', '바닐라라떼', '카페라떼', '녹차라떼', '돌체라떼', '딸기라떼', '디저트', '빵', '에이드', '주스', '과일주스', '2022고메페스타']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
가시아방,서귀포시 > 성산,"#고기국수 #비빔국수 #향토음식
#음식",제주특별자치도 서귀포시 성산읍 섭지코지로 10,13,438,29,0,"36,980",26,제주도 사투리로 장인이라는 뜻의 가시아방은 고기국수와 돔베고기가 유명한 성산읍 맛집,"브레이크타임 없음 / 매주 수요일 휴무 (설,추석 당일만 휴무)","평일 : 10:30 ~ 21:00 , 주말 : 10:30 ~ 21:00","공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,무료 WIFI",,"상세정보
확장됨
곱배기가 아닌데도 불구하고 푸짐한 양의 국물 고기국수, 비빔국수를 맛있게 요리해내는 성산의 향토음식점. 수요미식회와 6시내고향 등의 텔레비전 프로그램에도 로컬 맛집으로 소개된 덕분에, 도착하는 순서대로 대기표를 받고 차례를 기다려야 한다.
돔베고기, 고기국수, 보쌈 외에 반찬으로 제공되는 무절임과 집반찬도 깔끔해 입맛을 돋궈준다.
 ","['고기국수', '비빔국수', '향토음식', '음식']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0
카페콜라,제주시 > 한림,"#콜라 #체리콕 #고르곤졸라피자
#커피콕 #음식 #커피 #아메리카노 #카푸치노 #카페라떼 #카페모카",제주특별자치도 제주시 한림읍 일주서로 5857,0,127,28,0,"8,841",0,"코카콜라를 주제로 한 수집품 전시&테마 카페 - 커피콕, 체리콕이 대표메뉴",화요일 휴무,"평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

`카페콜라`는 코카콜라 관련 아이템 수집을 계기로 오픈한 코카콜라 테마카페이다. 코카콜라의 상징인 빨간색을 기본으로 인테리어 되어 내부는 물론 외부에서도 강렬한 빨간색이 이목을 끈다. 콜라 뿐 아니라 커피와, 다양한 음료를 파는데, 커피와 콜라를 콜라보한 커피콕과 고르곤졸라 피자가 대표메뉴다. 체리와 콜라를 섞고 살얼음을 동동 띄운 체리콕도 먹어볼만 한 메뉴.

매장 1-2층에는 콜라 박물관을 방불케할 정도의 콜라관련 소품, 상품들이 진열되어 있는데, 마음껏 둘러볼 수 있으며 구매가 가능한 소품도 있다.

  ","['콜라', '체리콕', '고르곤졸라피자', '커피콕', '음식', '커피', '아메리카노', '카푸치노', '카페라떼', '카페모카']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
키친오즈,제주시 > 한림,"#카페 #파스타 #음료
#애견동반 #핑크뮬리 #음식 #피자 #크림파스타 #빵 #디저트 #아메리카노",제주시 한림읍 협재로 208,2,49,28,0,"7,988",1,가을이면 핑크뮬리로 몽환적인 느낌이 나는 키친카페,주문마감 19:00,"평일 : 11:00 ~ 19:30 , 주말 : 11:00 ~ 19:30",카드결제,,"상세정보
확장됨

몽환적인 느낌의 서양억새-핑크뮬리로 유명한 곳이다. 가을이면 분홍색으로 넘실거리는 억새밭을 보기위해 많은 관광객들이 찾고 있다. 들어서면 큰 애완견이 있는 애완동반 가능 카페다. 파스타가 주 메뉴이고 음료도 판매한다.

 ","['카페', '파스타', '음료', '애견동반', '핑크뮬리', '음식', '피자', '크림파스타', '빵', '디저트', '아메리카노']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1.7750000000000001
돈사돈,제주시 > 제주시내,"#근고기 #연탄구이 #목살
#오겹살 #흑돼지 #음식 #삼겹살",제주특별자치도 제주시 우평로 19,26,521,27,0,"41,886",49,"제주 흑돼지 근고기 연탄구이집으로, 양질의 고기뿐만 아니라 연예인들의 방문 후기와 TV출연으로도 유명해진 곳, KOREAT JEJU TOP10 선정",둘째주 화요일 휴무 / 마지막 주문은 20:20,"평일 : 12:30 ~ 22:00 , 주말 : 12:30 ~ 22:00","공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨
2006년 영업을 시작한 제주의 근고기 구이 전문점으로, 평일 낮 시간에도 북적거릴 정도로 인기가 좋다. 현장에서 기다리시는 손님들을 위해 예약은 받지 않는 것이 원칙이다.
인기의 비결 첫 번째는 역시 신선한 재료다. 이 집에서는 도축장에서 바로 나와 신선한 제주 흑돼지를 쓴다. 메뉴는 단 두 가지. 그것도 부위가 아니라 400/600g 근고기 단위로 판매한다. 육즙이 풍부한 목살과 오겹살을 골고루 함께 맛볼 수 있도록 한 배려다. 연탄을 사용하는 것은 마지막 화룡점정이다. 특유의 매력적인 불향을 입힐 뿐만 아니라, 숯불구이보다 고기를 부드럽게 만들기 때문이다.
돈사돈에서는 흑돼지 목살과 삼겹살의 두툼한 두께에 한 번, 고소한 육즙에 두 번 놀란다. 그렇게 구미가 당긴다고 해서 집게로 성급하게 고기를 구워선 안 된다. 이 집 고기 맛을 좌우하는 것은, 고기의 결을 살려주는 스태프들의 능숙한 굽기 실력에서 나오는 것이기 때문이다. 직원분들이 친절하게 고기를 구워 딱 먹기 좋을 때에 접시에 담아주고, 먹는 방법까지 설명해주니 최고로 맛있는 제주 흑돼지를 편안하게 맛볼 수 있다. 넘치는 육즙의 돼지고기와 멜젓이 찰떡궁합이며, 식사의 끝에 김치찌개까지 맛보면 입 안이 깔끔하게 정리된다.
KOREAT 선정단 한줄평: '제주도는 곧 흑돼지'라고 여기는 여행자 또는 식객에게 꼭 소개하는 식당. 명불허전. 수많은 제주 근고기집 중 단연 최고.","['근고기', '연탄구이', '목살', '오겹살', '흑돼지', '음식', '삼겹살']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1.57
구좌상회,제주시 > 구좌,"#카페 #케이크 #음료
#음식 #디저트 #빵 #아메리카노",제주특별자치도 제주시 구좌읍 월정1길 55,6,177,24,0,"17,584",4,"여성 여행객들에게 사랑받는 킨포크 느낌의 예쁜 카페, 구좌당근케이크가 유명","화,수요일 휴무","평일 : 10:30 ~ 18:30 , 주말 : 10:30 ~ 18:30","현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

구좌상회는 제주의 돌담집을 감각적으로 개조하고, 원목위주의 편안한 인테리어에 화사한 플라워 인테리어를 더해
많은 여성 여행객들에겐 구좌에 가면 가보아야 할 명소 중 하나로 사랑받고 있다.

구좌당근으로 만든 당근케이크와 치즈케이크가 인기메뉴다.
SBS 백종원의 푸드트럭 78회 #제주도 특집 (2017.03.25)에 방영되어 더 유명해했다.

좁은 골목길에 자리해 주차공간이 따로 없으므로, 마을주차장 및 주변해변가의 주차공간에 주차 후 도보로 이동하는 것이 좋다.

 ","['카페', '케이크', '음료', '음식', '디저트', '빵', '아메리카노']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
애월더선셋,제주시 > 애월,"#카페 #커피 #브런치
#음식 #토스트 #아메리카노 #에이드 #과일주스",제주특별자치도 제주시 애월읍 일주서로 6111,10,170,24,2,"25,252",8,애월에 위치한 애월더선셋은 노을 지는 애월 바다를 감상할 수 있는 오션뷰 브런치 카페로 운치 있는 분위기는 물론이며 맛 좋은 디저트와 음료를 제공하고 있다.,연중무휴,"평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI",,"상세정보
확장됨

노을이 아름다운 브런치 카페

애월에 위치한 애월더선셋은 노을 지는 애월 바다를 감상할 수 있는 오션뷰 브런치 카페로 운치 있는 분위기는 물론이며 맛 좋은 디저트와 음료를 제공하고 있다. 브런치 카페인만큼 오픈 시간부터 브런치를 즐기는 손님들이 가득하며, 치즈오믈렛 브런치 세트와 생과일프렌치토스트가 대표 메뉴이고 흑돼지떡갈비 브런치 세트 또한 인기다. 브런치 메뉴는 오전 11시부터 오후 4시까지 주문 가능하다. 카페 내부는 깔끔하고 감성적인 인테리어로 아늑하고, 내부 한쪽 면은 답답하지 않도록 폴딩도어를 부착하였다. 통 유리창 너머로 보이는 야외석과 바다는 진풍경을 이루며 눈요기하기 충분한 공간이 되어준다.

 ","['카페', '커피', '브런치', '음식', '토스트', '아메리카노', '에이드', '과일주스']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
지미스,섬 속의 섬 > 우도,"#샤베트 #아이스크림 #우도땅콩아이스크림
#카페 #음식 #디저트 #우도",제주특별자치도 제주시 우도면 우도해안길 1132,2,64,23,0,"4,660",2,"우도, 땅콩아이스크림이 맛있는 집",,"평일 : 08:00 ~ 17:30 , 주말 : 08:00 ~ 17:30","공용주차장,현금결제,편의점",,"상세정보
확장됨

지미가 직접 만든 원조 수제 아이스크림이라는 문구가 걸려있는 지미스. 우도땅콩을 갈아 만든 우도땅콩아이스크림이 유명하다. 
바로 앞에 검멀레해변이 보이는 테이블이 있고, 한라봉&천혜향 샤베트도 판매한다.

 ","['샤베트', '아이스크림', '우도땅콩아이스크림', '카페', '음식', '디저트', '우도']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
델문도,제주시 > 조천,"#카페 #커피 #빙수
#음식 #아메리카노 #에스프레소 #카페라떼 #젤라또 #바닐라라떼 #카페모카",제주특별자치도 제주시 조천읍 조함해안로 519-10,19,302,37,0,"23,253",14,함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,주문마감 23:30,"평일 : 07:00 ~ 24:00 , 주말 : 07:00 ~ 24:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,"상세정보
확장됨
맛있는 베이커리가 있는 함덕 델문도

함덕서우봉해변의 가장 대표적인 카페로 TV 예능 프로그램 1박2일의 촬영지로도 소개된 바 있다.
이곳에서는 WBC의 대표 에스프레소 머신인 빅토리아 아르두이노 VA388 Black Eagle 머신으로 만든 맛있는 커피를 제공한다.
특히 델문도에서 보유하고 있는 SEATTLE 버전은 세계 60여대 밖에 없는 리미티드 에디션으로
맛과 향이 소비자에게 고스란히 전해질 수 있도록 배려하려는 주인의 철학이 느껴진다.
 ","['카페', '커피', '빙수', '음식', '아메리카노', '에스프레소', '카페라떼', '젤라또', '바닐라라떼', '카페모카']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
앤트러사이트,제주시 > 한림,"#카페 #커피 #아메리카노
#음식 #디저트 #빵 #쿠키 #과일주스",제주특별자치도 제주시 한림읍 한림로 564,10,134,21,0,"14,339",7,고구마 전분 공장이 카페로 새롭게 태어난 곳,연중무휴,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,"상세정보
확장됨
70년 된 고구마전분공장을 그대로 유지한 카페.
40여년 동안 공장이 돌아가며 바닥에 낀 기름때는 화산송이를 부어서 마감했고 섀시까지도 예전 그대로의 것에서 칠만 새로 했다고 한다.
기존에 보던 카페와는 다른 이색적인 분위기를 느낄 수 있다.
천장 지붕 곳곳이 뚫려있어 자연채광이 내부로 흘러오는 모습을 보고 있으면 한 폭의 그림과 같다.
외부에 간판이 없으므로 지나치지 않도록 주의해야 한다.","['카페', '커피', '아메리카노', '음식', '디저트', '빵', '쿠키', '과일주스']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
우도왕자이야기,섬 속의 섬 > 우도,"#카페 #아이스크림 #한라봉아이스크림
#음식 #우도 #디저트",제주특별자치도 제주시 우도면 우도해안길 252,1,26,21,0,"3,364",0,서빈백사해변에 있는 우도땅콩아이스크림 가게,주의보(배가안다닐때)휴무,"평일 : 08:30 ~ 18:00 , 주말 : 08:30 ~ 18:00",,,"상세정보
확장됨

우도 내에 검멀레해변, 서빈백사 등 여러 곳의 가게가 있는 우도왕자이야기.
과자를 이용하여 아이스크림을 다양하게 꾸며서 주기도 하는데 그 모습이 200개 이상이라고 한다. 한라봉, 땅콩 2가지 종류가 있고, 그 중에 새콤달콤한 한라봉 아이스크림이 이곳의 별미다. 서빈백사를 가면 사장님이 디제잉하는 모습도 볼 수 있다.

 ","['카페', '아이스크림', '한라봉아이스크림', '음식', '우도', '디저트']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35
명랑스낵,제주시 > 한림,"#떡볶이 #왕새우튀김 #흑돼지튀김
#생맥주 #짜장떡볶이 #음식",제주특별자치도 제주시 한림읍 한림로 585,12,202,20,0,"18,889",8,제주시 한림읍에 위치한 분식집인 명랑스낵은 아늑한 실내에서도 음식을 즐길 수 있으며 옥상에도 테이블이 있어 넓은 바다와 비양도를 보면서 음식을 즐길 수 있다.,한 달에 한 번 대청소로 휴무(sns에 공지),"평일 : 11:30 ~ 18:15 , 주말 : 11:30 ~ 18:15","화장실,무료 WIFI",,"상세정보
확장됨

비양도가 보이는 오션뷰 분식집

제주시 한림읍에 위치한 분식집인 명랑스낵은 아늑한 실내에서도 음식을 즐길 수 있으며 옥상에도 테이블이 따로 마련되어 있어 넓은 바다와 비양도를 바라보면서 음식을 즐길 수 있다. 이 곳에는 쫀득한 밀떡과 어묵이 들어간 매콤달콤한 기본 떡볶이, 쫀득한 밀떡과 어묵을 짜장소스로 버무려 만들어 낸 짜장떡볶이는 명랑떡볶이의 대표메뉴이며 당면사리 추가는 짜장떡볶이에만 가능하니 참고하면 좋다. 또한 통통한 새우를 튀겨낸 왕새우튀김, 쫄깃한 한치를 튀겨낸 한치튀김 등과 같은 떡볶이와 같이 곁들여 먹을 수 있는 튀김메뉴도 있어 더욱 푸짐하고 다양한 한끼식사를 즐길 수 있다.

 ","['떡볶이', '왕새우튀김', '흑돼지튀김', '생맥주', '짜장떡볶이', '음식']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1.27
바다다,서귀포시 > 서귀포시내,"#음료 #칵테일 #버거
#음식 #레몬에이드 #커피 #쿠키 #2022고메페스타",제주특별자치도 서귀포시 대포로 148-15,8,157,20,0,"15,310",5,하우스음악과 칵테일 음식 등을 즐길 수 있는 Beach Lounge,저녁6시이후 청소년 및 아동의 출입을 제한,"평일 : 10:00 ~ 01:00 , 주말 : 10:00 ~ 01:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대",,"상세정보
확장됨

바다다는 바닷가 앞에서 하우스음악과 칵테일, 음식 등을 즐길 수 있는 Beach Lounge 이다.
조그만 골목길을 따라 들어가면 넓은 주차장이 나오고 건물 한쪽편은 완전히 바닷가와 접해있어 라운지안에서 바로 파도를 볼 수 있다.
적절한 조명과 라운지 음악의 조화로 분위기가 좋고, 옥상에 마련된 푹신한 의자에 앉아 바다를 보며 맛있는 버거와 음료를 마실 수 있다.

 ","['음료', '칵테일', '버거', '음식', '레몬에이드', '커피', '쿠키', '2022고메페스타']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,3,1.0333333333333334
최고집,서귀포시 > 서귀포시내,"#항정상 #오겹살 #속풀이라면
#음식 #흑돼지 #라면 #2022고메페스타",제주특별자치도 서귀포시 김정문화로 71,12,119,20,0,"15,009",23,1등급 이상의 제주 백돼지를 맛볼 수 있는 곳이다. 항정살과 오겹살에만 집중하여 최고의 맛을 선보인다.,"휴일은 둘째, 넷째 화요일","평일 : 16:00 ~ 23:00 , 주말 : 16:00 ~ 23:00","공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"상세정보
확장됨

1등급 이상의 제주 백돼지를 맛볼 수 있는 곳으로, 항정살과 오겹살에만 집중하여 최고의 맛을 선보인다. 오후 6시경부터는 대기자가 발생할 수 있으니 그 전에 방문하거나 예약하는 것이 좋은데, 예약은 7시까지만 받는다. (8시 방문건은 예약 불가)
2007년 오픈 이래 11년째 인기를 끌고 있는 비결은 메뉴의 선택과 집중, 그리고 재료의 질이다.  고기는 1등급 이상의 항정살과 오겹살만 선택하여 저온숙성해 직접 손질하며, 고기뿐만 아니라 고기를 찍어 먹는 멜젓 또한 제주산 최상급을 사용한다. 반찬은 고기의 맛을 해치지 않을 정도의 간단한 것들로 준비한다.


오겹살과 항정살 고루 인기가 좋지만, 항정살은 물량이 한정돼 있어 테이블당 2인분까지만 주문할 수 있으며 조기 마감되는 경우도 있다. 고기를 다 먹고 난 후 속을 얼큰하게 풀어주는 속풀이 라면을 먹으면 깔끔한 마무리가 된다. 마지막 주문은 10시까지 가능하다.
신제주이마트와 서귀포 해양 경찰서, 법환포구 등이 가까이 있어 찾아가기가 쉽기 때문에 서귀포에 머무를 때 들르기 좋다. 근처에 무료 공영주차장이 있다는 것도 장점이다.

 ","['항정상', '오겹살', '속풀이라면', '음식', '흑돼지', '라면', '2022고메페스타']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2.035
