,YR,MCT_NM,MCT_BRN,LG_CAT,LG_CAT_NM,MD_CAT,MD_CAT_NM,MCT_BSE_AR,ADDR_new,MNTH_SALES_PCTL,DAW_CCD,APV_TMT_CD,AGE_GP,SEX_CCD,UE_CT,SGNG_CD,LGDNG_CD
1252,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,5_12_15,3_30_34,F,42,50110,12900
1253,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,5_12_15,2_25_29,F,42,50110,10600
1254,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,6,6_15_18,2_25_29,F,42,50130,10600
1255,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,6,7_18_21,2_25_29,F,42,50130,10600
1256,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,7,6_15_18,4_35_39,F,42,50130,10600
1257,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,6,7_18_21,4_35_39,F,42,50130,31027
1258,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,1,5_12_15,4_35_39,F,42,50110,10400
1259,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,7,7_18_21,4_35_39,M,42,50110,25341
1260,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,2,5_12_15,3_30_34,M,42,50110,25342
1261,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,3,7_18_21,2_25_29,F,42,50130,11200
1262,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,1,5_12_15,4_35_39,M,42,50110,13700
1263,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,6,7_18_21,2_25_29,M,42,50110,12000
1264,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,7,6_15_18,4_35_39,M,42,50110,12900
1265,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,6_15_18,4_35_39,F,42,50110,10600
1266,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,2,7_18_21,4_35_39,M,42,50130,10600
1267,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,1,7_18_21,2_25_29,M,42,50130,10600
1268,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,5,7_18_21,3_30_34,F,42,50130,31022
1269,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,5,7_18_21,2_25_29,F,42,50130,31022
1270,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,7,5_12_15,2_25_29,F,42,50130,11200
1271,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,6,7_18_21,3_30_34,M,42,50110,12200
1272,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,4,7_18_21,3_30_34,M,42,50110,12200
1273,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,3,6_15_18,2_25_29,M,42,50110,13700
1274,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,4,4_09_12,1_20_24,M,42,50110,13700
1275,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,4,5_12_15,3_30_34,M,42,50110,13700
1276,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,3,5_12_15,3_30_34,M,42,50110,12200
1277,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,5,4_09_12,3_30_34,M,42,50110,12000
1278,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,7_18_21,2_25_29,M,42,50110,12900
1279,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,5,4_09_12,4_35_39,F,42,50110,12900
1280,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,3,6_15_18,3_30_34,M,42,50110,10600
1281,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,4,6_15_18,2_25_29,F,42,50110,10600
1282,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,7,7_18_21,2_25_29,M,42,50130,10600
1283,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,7,6_15_18,4_35_39,M,42,50110,25342
1284,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,2,5_12_15,4_35_39,M,42,50110,25342
1285,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,5,7_18_21,4_35_39,F,42,50110,12200
1286,2021,제주주류백화점,6162233569,2,유통,9,기타유통,제주 제주시 연삼로 405,제주특별자치도 제주시 이도이동,6_90%미만,6,6_15_18,1_20_24,F,42,50110,10400
1287,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,1,6_15_18,2_25_29,F,42,50110,25341
1288,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,5,6_15_18,3_30_34,F,42,50110,25342
1289,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,1,5_12_15,2_25_29,M,42,50130,11200
1290,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,1,5_12_15,2_25_29,F,42,50110,12200
1291,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,1,7_18_21,2_25_29,M,42,50110,13700
1292,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,6_15_18,3_30_34,M,42,50110,12900
1293,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,1,7_18_21,2_25_29,M,42,50130,10600
1294,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,5,6_15_18,3_30_34,F,42,50110,10400
1295,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,5,7_18_21,2_25_29,F,42,50110,10400
1296,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,5,5_12_15,4_35_39,M,42,50110,10400
1297,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,2,8_21_24,1_20_24,F,42,50110,10600
1298,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,5,5_12_15,3_30_34,M,42,50110,10600
1299,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,7,6_15_18,2_25_29,M,42,50110,25342
1300,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,1,6_15_18,3_30_34,M,42,50130,31027
1301,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,5_12_15,3_30_34,F,42,50110,10600
1302,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,5,7_18_21,2_25_29,F,42,50130,10600
1303,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,5,6_15_18,4_35_39,M,42,50130,10600
1304,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,2,6_15_18,2_25_29,M,42,50130,10600
1305,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,5,7_18_21,1_20_24,F,42,50130,10600
1306,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,7,5_12_15,4_35_39,M,42,50110,25341
1307,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,3,6_15_18,2_25_29,F,42,50130,11200
1308,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,3,7_18_21,2_25_29,F,42,50130,11200
1309,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,4,7_18_21,3_30_34,F,42,50130,11200
1310,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,1,6_15_18,3_30_34,M,42,50110,12200
1311,2022,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,5,6_15_18,3_30_34,F,42,50110,12200
1312,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,3,7_18_21,3_30_34,F,42,50110,25924
1313,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,3,5_12_15,4_35_39,M,42,50110,13700
1314,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,3,7_18_21,4_35_39,M,42,50110,13700
1315,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,2,5_12_15,2_25_29,M,42,50110,13700
1316,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,7,7_18_21,3_30_34,M,42,50110,12000
1317,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,6,4_09_12,3_30_34,M,42,50110,12000
1318,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,7,6_15_18,2_25_29,M,42,50110,12900
1319,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,1,7_18_21,4_35_39,M,42,50110,12900
1320,2022,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,4_09_12,1_20_24,M,42,50110,10600
1321,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,5,6_15_18,2_25_29,F,42,50110,10600
1322,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,6,7_18_21,2_25_29,M,42,50130,10600
1323,2021,와인씨,1344700574,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 난드르로 13,제주특별자치도 서귀포시 안덕면 창천리,6_90%미만,2,5_12_15,4_35_39,F,42,50130,31022
1324,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,7,6_15_18,2_25_29,M,42,50110,10600
1325,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,6,6_15_18,3_30_34,M,42,50110,10600
1326,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,5,5_12_15,3_30_34,F,42,50110,25342
1327,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,4,6_15_18,2_25_29,F,42,50110,12200
1328,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,2,5_12_15,2_25_29,F,42,50110,12200
1329,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,4,7_18_21,3_30_34,M,42,50110,13700
1330,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,7,5_12_15,4_35_39,F,42,50110,13700
1331,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,6,7_18_21,3_30_34,M,42,50110,12200
1332,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,4,7_18_21,3_30_34,M,42,50110,12200
1333,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,5,5_12_15,2_25_29,F,42,50110,12200
1334,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,6,6_15_18,3_30_34,F,42,50110,12900
1335,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,1,5_12_15,3_30_34,F,42,50110,10600
1336,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,3,7_18_21,3_30_34,M,42,50110,10600
1337,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,3,7_18_21,2_25_29,F,42,50110,12900
1338,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,4_09_12,2_25_29,F,42,50110,12900
1339,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,5_12_15,4_35_39,F,42,50110,12900
1340,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,6,6_15_18,3_30_34,M,42,50110,10600
1341,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,5,5_12_15,3_30_34,F,42,50110,10600
1342,2021,주식회사 아라리오제주,7238501356,2,유통,9,기타유통,제주특별자치도 제주시 탑동로2길 3,제주특별자치도 제주시 삼도이동,6_90%미만,7,5_12_15,2_25_29,F,42,50110,10600
1343,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,3,5_12_15,4_35_39,F,42,50110,10400
1344,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,6,7_18_21,3_30_34,M,42,50110,10400
1345,2021,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,3,4_09_12,2_25_29,F,42,50110,25341
1346,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,2,6_15_18,3_30_34,F,42,50110,25341
1347,2022,아임와인,1181700430,2,유통,9,기타유통,제주 제주시 애월읍 학원동길 17-16,제주특별자치도 제주시 애월읍 하귀2리,6_90%미만,6,7_18_21,4_35_39,M,42,50110,25341
1348,2022,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,7,6_15_18,3_30_34,M,42,50110,10600
1349,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,2,8_21_24,2_25_29,F,42,50130,11200
1350,2022,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,6_90%미만,6,7_18_21,1_20_24,F,42,50130,11200
1351,2022,제주와인창고,6652300811,2,유통,9,기타유통,제주특별자치도 제주시 신대로 136,제주특별자치도 제주시 연동,6_90%미만,7,5_12_15,4_35_39,M,42,50110,13700
1352,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,1,8_21_24,2_25_29,F,42,50110,25924
1353,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,7,6_15_18,2_25_29,F,42,50110,25924
1354,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,6,7_18_21,4_35_39,M,42,50110,25924
1355,2022,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,6_90%미만,7,4_09_12,3_30_34,F,42,50110,13700
1356,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,6,5_12_15,4_35_39,M,42,50110,12200
1357,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,5_12_15,2_25_29,M,42,50110,12900
1358,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,5,7_18_21,2_25_29,F,42,50110,12900
1359,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,7,7_18_21,1_20_24,M,42,50110,12900
1360,2021,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,5_75%~90%,6,5_12_15,4_35_39,M,42,50130,10600
1361,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,7,5_12_15,3_30_34,F,42,50110,25342
1362,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,6,5_12_15,3_30_34,F,42,50110,25342
1363,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,1,6_15_18,3_30_34,M,42,50110,25342
1364,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,7,5_12_15,1_20_24,F,42,50130,31027
1365,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,2,5_12_15,3_30_34,M,42,50110,13700
1366,2022,주식회사 바른와인,8668602377,2,유통,9,기타유통,제주특별자치도 제주시 사평2길 9,제주특별자치도 제주시 오라이동,6_90%미만,7,7_18_21,4_35_39,M,42,50110,12000
1367,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,2,7_18_21,1_20_24,F,42,50110,12900
1368,2022,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,2_10%~25%,3,4_09_12,4_35_39,F,42,50110,12900
1369,2022,(주)제주소나이와인점방,7388501703,2,유통,9,기타유통,제주특별자치도 서귀포시 중앙로 199,제주특별자치도 서귀포시 서홍동,6_90%미만,1,7_18_21,4_35_39,F,42,50130,10600
1370,2022,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,3,6_15_18,4_35_39,M,42,50130,31027
1371,2021,낭만와인샵,2073061532,2,유통,9,기타유통,제주특별자치도 제주시 남성로 158-11,제주특별자치도 제주시 삼도이동,6_90%미만,6,7_18_21,2_25_29,F,42,50110,10600
1372,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,6,6_15_18,1_20_24,F,42,50110,25342
1373,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,5,6_15_18,3_30_34,F,42,50110,25342
1374,2021,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,3_25%~50%,6,5_12_15,4_35_39,M,42,50110,25342
1375,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,7,6_15_18,2_25_29,F,42,50130,11200
1376,2021,와인하우스,4863500792,2,유통,9,기타유통,제주특별자치도 서귀포시 천제연로 166,제주특별자치도 서귀포시 중문동,5_75%~90%,5,6_15_18,3_30_34,M,42,50130,11200
1377,2021,오프너 마켓,8635100418,2,유통,9,기타유통,제주특별자치도 제주시 1100로 3230,제주특별자치도 제주시 노형동,6_90%미만,6,6_15_18,1_20_24,M,42,50110,12200
1378,2022,함덕와인가게,5182001207,2,유통,9,기타유통,제주특별자치도 제주시 조천읍 함덕18길 19,제주특별자치도 제주시 조천읍 함덕리,6_90%미만,1,6_15_18,2_25_29,M,42,50110,25924
1379,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,2,6_15_18,2_25_29,F,42,50130,31027
1380,2021,산타즈홀리데이,1020792770,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리,6_90%미만,6,6_15_18,2_25_29,F,42,50130,31027
1381,2021,와인점방제주점,6084148359,2,유통,9,기타유통,제주특별자치도 제주시 연삼로 78,제주특별자치도 제주시 연동,5_75%~90%,2,7_18_21,2_25_29,F,42,50110,13700
1382,2021,제주와인아울렛,3082900322,2,유통,9,기타유통,제주특별자치도 제주시 노형6길 2,제주특별자치도 제주시 노형동,6_90%미만,5,7_18_21,3_30_34,M,42,50110,12200
1383,2021,주식회사 와인창고,3288702213,2,유통,9,기타유통,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동,3_25%~50%,1,6_15_18,2_25_29,M,42,50110,12900
1384,2021,제주와인아울렛 신화월드점,5081451204,2,유통,9,기타유통,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,제주특별자치도 서귀포시 안덕면 서광리,5_75%~90%,5,6_15_18,2_25_29,M,42,50130,31027
1385,2022,와인#,7603900873,2,유통,9,기타유통,제주특별자치도 제주시 연북로 685,제주특별자치도 제주시 이도이동,6_90%미만,2,5_12_15,3_30_34,M,42,50110,10400
1386,2022,삐꼴라상점,3482800944,2,유통,9,기타유통,제주특별자치도 제주시 애월읍 하소로 769-58,제주특별자치도 제주시 애월읍 유수암리,4_50%~75%,4,5_12_15,2_25_29,M,42,50110,25342
